##;ENG;FRA;ITA;SPA;GER;POL;;;;;X;
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);(Embarked);(Embarked);;;x;
PROV5274;Bargarh;Bargarh;Bargarh;Bargarh;Bargarh;Bargarh;Bargarh;Bargarh;;;X;
PROV5275;Sambalpur;Sambalpur;Sambalpur;Sambalpur;Sambalpur;Sambalpur;Sambalpur;Sambalpur;;;X;
PROV5276;Phulbani;Phulbani;Phulbani;Phulbani;Phulbani;Phulbani;Phulbani;Phulbani;;;X;
PROV5277;Kendujhar;Kendujhar;Kendujhar;Kendujhar;Kendujhar;Kendujhar;Kendujhar;Kendujhar;;;X;
PROV5278;Bhadrak;Bhadrak;Bhadrak;Bhadrak;Bhadrak;Bhadrak;Bhadrak;Bhadrak;;;X;
PROV5279;Baripada;Baripada;Baripada;Baripada;Baripada;Baripada;Baripada;Baripada;;;X;
PROV5280;Angul;Angul;Angul;Angul;Angul;Angul;Angul;Angul;;;X;
PROV5281;Berhampur;Berhampur;Berhampur;Berhampur;Berhampur;Berhampur;Berhampur;Berhampur;;;X;
PROV5282;Baliguda;Baliguda;Baliguda;Baliguda;Baliguda;Baliguda;Baliguda;Baliguda;;;X;
PROV5283;Kanker;Kanker;Kanker;Kanker;Kanker;Kanker;Kanker;Kanker;;;X;
PROV5284;Kutru;Kutru;Kutru;Kutru;Kutru;Kutru;Kutru;Kutru;;;X;
PROV5285;Rajnandgaon;Rajnandgaon;Rajnandgaon;Rajnandgaon;Rajnandgaon;Rajnandgaon;Rajnandgaon;Rajnandgaon;;;X;
PROV5286;Dhamtari;Dhamtari;Dhamtari;Dhamtari;Dhamtari;Dhamtari;Dhamtari;Dhamtari;;;X;
PROV5287;Bilaspur;Bilaspur;Bilaspur;Bilaspur;Bilaspur;Bilaspur;Bilaspur;Bilaspur;;;X;
PROV5288;Ambikapur;Ambikapur;Ambikapur;Ambikapur;Ambikapur;Ambikapur;Ambikapur;Ambikapur;;;X;
PROV5289;Chandrapur;Chandrapur;Chandrapur;Chandrapur;Chandrapur;Chandrapur;Chandrapur;Chandrapur;;;X;
PROV5290;Seoni;Seoni;Seoni;Seoni;Seoni;Seoni;Seoni;Seoni;;;X;
PROV5291;Itarsi;Itarsi;Itarsi;Itarsi;Itarsi;Itarsi;Itarsi;Itarsi;;;X;
PROV5292;Sagar;Sagar;Sagar;Sagar;Sagar;Sagar;Sagar;Sagar;;;X;
PROV5293;Balaghat;Balaghat;Balaghat;Balaghat;Balaghat;Balaghat;Balaghat;Balaghat;;;X;
PROV5294;Chicacole;Chicacole;Chicacole;Chicacole;Chicacole;Chicacole;Chicacole;Chicacole;;;X;
PROV5295;Rajahmundry;Rajahmundry;Rajahmundry;Rajahmundry;Rajahmundry;Rajahmundry;Rajahmundry;Rajahmundry;;;X;
PROV5296;Bhadrachalam;Bhadrachalam;Bhadrachalam;Bhadrachalam;Bhadrachalam;Bhadrachalam;Bhadrachalam;Bhadrachalam;;;X;
PROV5297;Ongole;Ongole;Ongole;Ongole;Ongole;Ongole;Ongole;Ongole;;;X;
PROV5298;Katalur;Katalur;Katalur;Katalur;Katalur;Katalur;Katalur;Katalur;;;X;
PROV5299;Iramanatapuram;Iramanatapuram;Iramanatapuram;Iramanatapuram;Iramanatapuram;Iramanatapuram;Iramanatapuram;Iramanatapuram;;;X;
PROV5300;Tirunelveli;Tirunelveli;Tirunelveli;Tirunelveli;Tirunelveli;Tirunelveli;Tirunelveli;Tirunelveli;;;X;
PROV5301;Putukkottai;Putukkottai;Putukkottai;Putukkottai;Putukkottai;Putukkottai;Putukkottai;Putukkottai;;;X;
PROV5302;Velur;Velur;Velur;Velur;Velur;Velur;Velur;Velur;;;X;
PROV5303;Chittoor;Chittoor;Chittoor;Chittoor;Chittoor;Chittoor;Chittoor;Chittoor;;;X;
PROV5304;Bellary;Bellary;Bellary;Bellary;Bellary;Bellary;Bellary;Bellary;;;X;
PROV5305;Karnulu;Karnulu;Karnulu;Karnulu;Karnulu;Karnulu;Karnulu;Karnulu;;;X;
PROV5306;Cuddapah;Cuddapah;Cuddapah;Cuddapah;Cuddapah;Cuddapah;Cuddapah;Cuddapah;;;X;
PROV5307;Kolikkot;Kolikkot;Kolikkot;Kolikkot;Kolikkot;Kolikkot;Kolikkot;Kolikkot;;;X;
PROV5308;Shimoga;Shimoga;Shimoga;Shimoga;Shimoga;Shimoga;Shimoga;Shimoga;;;X;
PROV5309;Citradurga;Citradurga;Citradurga;Citradurga;Citradurga;Citradurga;Citradurga;Citradurga;;;X;
PROV5310;Tumakuru;Tumakuru;Tumakuru;Tumakuru;Tumakuru;Tumakuru;Tumakuru;Tumakuru;;;X;
PROV5311;Madikeri;Madikeri;Madikeri;Madikeri;Madikeri;Madikeri;Madikeri;Madikeri;;;X;
PROV5312;Alibag;Alibag;Alibag;Alibag;Alibag;Alibag;Alibag;Alibag;;;X;
PROV5313;Ratnagiri;Ratnagiri;Ratnagiri;Ratnagiri;Ratnagiri;Ratnagiri;Ratnagiri;Ratnagiri;;;X;
PROV5314;Murud-Janjira;Murud-Janjira;Murud-Janjira;Murud-Janjira;Murud-Janjira;Murud-Janjira;Murud-Janjira;Murud-Janjira;;;X;
PROV5315;Karavara;Karavara;Karavara;Karavara;Karavara;Karavara;Karavara;Karavara;;;X;
PROV5316;Belagavi;Belagavi;Belagavi;Belagavi;Belagavi;Belagavi;Belagavi;Belagavi;;;X;
PROV5317;Jamakhandi;Jamakhandi;Jamakhandi;Jamakhandi;Jamakhandi;Jamakhandi;Jamakhandi;Jamakhandi;;;X;
PROV5318;Bijapura;Bijapura;Bijapura;Bijapura;Bijapura;Bijapura;Bijapura;Bijapura;;;X;
PROV5319;Phaltan;Phaltan;Phaltan;Phaltan;Phaltan;Phaltan;Phaltan;Phaltan;;;X;
PROV5320;Satara;Satara;Satara;Satara;Satara;Satara;Satara;Satara;;;X;
PROV5321;Dhule;Dhule;Dhule;Dhule;Dhule;Dhule;Dhule;Dhule;;;X;
PROV5322;Ahmadnagar;Ahmadnagar;Ahmadnagar;Ahmadnagar;Ahmadnagar;Ahmadnagar;Ahmadnagar;Ahmadnagar;;;X;
PROV5323;Khavda;Khavda;Khavda;Khavda;Khavda;Khavda;Khavda;Khavda;;;X;
PROV5324;Jamanagar;Jamanagar;Jamanagar;Jamanagar;Jamanagar;Jamanagar;Jamanagar;Jamanagar;;;X;
PROV5325;Dwarka;Dwarka;Dwarka;Dwarka;Dwarka;Dwarka;Dwarka;Dwarka;;;X;
PROV5326;Junagadh;Junagadh;Junagadh;Junagadh;Junagadh;Junagadh;Junagadh;Junagadh;;;X;
PROV5327;Amreli;Amreli;Amreli;Amreli;Amreli;Amreli;Amreli;Amreli;;;X;
PROV5328;Bhavanagar;Bhavanagar;Bhavanagar;Bhavanagar;Bhavanagar;Bhavanagar;Bhavanagar;Bhavanagar;;;X;
PROV5329;Anand;Anand;Anand;Anand;Anand;Anand;Anand;Anand;;;X;
PROV5330;Ahwa;Ahwa;Ahwa;Ahwa;Ahwa;Ahwa;Ahwa;Ahwa;;;X;
PROV5331;Radhanpur;Radhanpur;Radhanpur;Radhanpur;Radhanpur;Radhanpur;Radhanpur;Radhanpur;;;X;
PROV5332;Surendranagar;Surendranagar;Surendranagar;Surendranagar;Surendranagar;Surendranagar;Surendranagar;Surendranagar;;;X;
PROV5333;Patan;Patan;Patan;Patan;Patan;Patan;Patan;Patan;;;X;
PROV5334;Palanpur;Palanpur;Palanpur;Palanpur;Palanpur;Palanpur;Palanpur;Palanpur;;;X;
PROV5335;Dahod;Dahod;Dahod;Dahod;Dahod;Dahod;Dahod;Dahod;;;X;
PROV5336;Kargil;Kargil;Kargil;Kargil;Kargil;Kargil;Kargil;Kargil;;;X;
PROV5337;Hanle;Hanle;Hanle;Hanle;Hanle;Hanle;Hanle;Hanle;;;X;
PROV5338;Poonch;Poonch;Poonch;Poonch;Poonch;Poonch;Poonch;Poonch;;;X;
PROV5339;Jammu;Jammu;Jammu;Jammu;Jammu;Jammu;Jammu;Jammu;;;X;
PROV5340;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;Skardu;;;X;
PROV5341;Yasin;Yasin;Yasin;Yasin;Yasin;Yasin;Yasin;Yasin;;;X;
PROV5342;Baltit;Baltit;Baltit;Baltit;Baltit;Baltit;Baltit;Baltit;;;X;
PROV5343;Khaplu;Khaplu;Khaplu;Khaplu;Khaplu;Khaplu;Khaplu;Khaplu;;;X;
PROV5344;Bhawalpur;Bhawalpur;Bhawalpur;Bhawalpur;Bhawalpur;Bhawalpur;Bhawalpur;Bhawalpur;;;X;
PROV5345;Khanpur;Khanpur;Khanpur;Khanpur;Khanpur;Khanpur;Khanpur;Khanpur;;;X;
PROV5346;Jampur;Jampur;Jampur;Jampur;Jampur;Jampur;Jampur;Jampur;;;X;
PROV5347;Layyah;Layyah;Layyah;Layyah;Layyah;Layyah;Layyah;Layyah;;;X;
PROV5348;Mianwali;Mianwali;Mianwali;Mianwali;Mianwali;Mianwali;Mianwali;Mianwali;;;X;
PROV5349;Gujrat;Gujrat;Gujrat;Gujrat;Gujrat;Gujrat;Gujrat;Gujrat;;;X;
PROV5350;Gujranwala;Gujranwala;Gujranwala;Gujranwala;Gujranwala;Gujranwala;Gujranwala;Gujranwala;;;X;
PROV5351;Muzaffargarh;Muzaffargarh;Muzaffargarh;Muzaffargarh;Muzaffargarh;Muzaffargarh;Muzaffargarh;Muzaffargarh;;;X;
PROV5352;Multan;Multan;Multan;Multan;Multan;Multan;Multan;Multan;;;X;
PROV5353;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;Chitral;;;X;
PROV5354;Dir;Dir;Dir;Dir;Dir;Dir;Dir;Dir;;;X;
PROV5355;Kalam;Kalam;Kalam;Kalam;Kalam;Kalam;Kalam;Kalam;;;X;
PROV5356;Kohat;Kohat;Kohat;Kohat;Kohat;Kohat;Kohat;Kohat;;;X;
PROV5357;Dera Ismail Khan;Dera Ismail Khan;Dera Ismail Khan;Dera Ismail Khan;Dera Ismail Khan;Dera Ismail Khan;Dera Ismail Khan;Dera Ismail Khan;;;X;
PROV5358;Parachinar;Parachinar;Parachinar;Parachinar;Parachinar;Parachinar;Parachinar;Parachinar;;;X;
PROV5359;Miremshah;Miremshah;Miremshah;Miremshah;Miremshah;Miremshah;Miremshah;Miremshah;;;X;
PROV5360;Fort Sandeman;Fort Sandeman;Fort Sandeman;Fort Sandeman;Fort Sandeman;Fort Sandeman;Fort Sandeman;Fort Sandeman;;;X;
PROV5361;Loralai;Loralai;Loralai;Loralai;Loralai;Loralai;Loralai;Loralai;;;X;
PROV5362;Nushki;Nushki;Nushki;Nushki;Nushki;Nushki;Nushki;Nushki;;;X;
PROV5363;Sibi;Sibi;Sibi;Sibi;Sibi;Sibi;Sibi;Sibi;;;X;
PROV5364;Kahan;Kahan;Kahan;Kahan;Kahan;Kahan;Kahan;Kahan;;;X;
PROV5365;Dera Bugti;Dera Bugti;Dera Bugti;Dera Bugti;Dera Bugti;Dera Bugti;Dera Bugti;Dera Bugti;;;X;
PROV5366;Bellpat;Bellpat;Bellpat;Bellpat;Bellpat;Bellpat;Bellpat;Bellpat;;;X;
PROV5367;Wadh;Wadh;Wadh;Wadh;Wadh;Wadh;Wadh;Wadh;;;X;
PROV5368;Bela;Bela;Bela;Bela;Bela;Bela;Bela;Bela;;;X;
PROV5369;Ormara;Ormara;Ormara;Ormara;Ormara;Ormara;Ormara;Ormara;;;X;
PROV5370;Pasni;Pasni;Pasni;Pasni;Pasni;Pasni;Pasni;Pasni;;;X;
PROV5371;Panjgur;Panjgur;Panjgur;Panjgur;Panjgur;Panjgur;Panjgur;Panjgur;;;X;
PROV5372;Turbat;Turbat;Turbat;Turbat;Turbat;Turbat;Turbat;Turbat;;;X;
PROV5373;Kharan;Kharan;Kharan;Kharan;Kharan;Kharan;Kharan;Kharan;;;X;
PROV5374;Shahbandar;Shahbandar;Shahbandar;Shahbandar;Shahbandar;Shahbandar;Shahbandar;Shahbandar;;;X;
PROV5375;Khairpur;Khairpur;Khairpur;Khairpur;Khairpur;Khairpur;Khairpur;Khairpur;;;X;
PROV5376;Umerkot;Umerkot;Umerkot;Umerkot;Umerkot;Umerkot;Umerkot;Umerkot;;;X;
PROV5377;Rohri;Rohri;Rohri;Rohri;Rohri;Rohri;Rohri;Rohri;;;X;
PROV5378;Dadu;Dadu;Dadu;Dadu;Dadu;Dadu;Dadu;Dadu;;;X;
PROV5379;Khadir;Khadir;Khadir;Khadir;Khadir;Khadir;Khadir;Khadir;;;X;
PROV5380;Lashkar Gah;Lashkar Gah;Lashkar Gah;Lashkar Gah;Lashkar Gah;Lashkar Gah;Lashkar Gah;Lashkar Gah;;;X;
PROV5381;Ghamid Khan;Ghamid Khan;Ghamid Khan;Ghamid Khan;Ghamid Khan;Ghamid Khan;Ghamid Khan;Ghamid Khan;;;X;
PROV5382;Tarinkot;Tarinkot;Tarinkot;Tarinkot;Tarinkot;Tarinkot;Tarinkot;Tarinkot;;;X;
PROV5383;Qalat;Qalat;Qalat;Qalat;Qalat;Qalat;Qalat;Qalat;;;X;
PROV5384;Delaram;Delaram;Delaram;Delaram;Delaram;Delaram;Delaram;Delaram;;;X;
PROV5385;Rodbar;Rodbar;Rodbar;Rodbar;Rodbar;Rodbar;Rodbar;Rodbar;;;X;
PROV5386;Ghurian;Ghurian;Ghurian;Ghurian;Ghurian;Ghurian;Ghurian;Ghurian;;;X;
PROV5387;Cagcaran;Cagcaran;Cagcaran;Cagcaran;Cagcaran;Cagcaran;Cagcaran;Cagcaran;;;X;
PROV5388;Qala i Naw;Qala i Naw;Qala i Naw;Qala i Naw;Qala i Naw;Qala i Naw;Qala i Naw;Qala i Naw;;;X;
PROV5389;Kohsan;Kohsan;Kohsan;Kohsan;Kohsan;Kohsan;Kohsan;Kohsan;;;X;
PROV5390;Panjab;Panjab;Panjab;Panjab;Panjab;Panjab;Panjab;Panjab;;;X;
PROV5391;Gardez;Gardez;Gardez;Gardez;Gardez;Gardez;Gardez;Gardez;;;X;
PROV5392;Gazni;Gazni;Gazni;Gazni;Gazni;Gazni;Gazni;Gazni;;;X;
PROV5393;Mahmud-i-Raqi;Mahmud-i-Raqi;Mahmud-i-Raqi;Mahmud-i-Raqi;Mahmud-i-Raqi;Mahmud-i-Raqi;Mahmud-i-Raqi;Mahmud-i-Raqi;;;X;
PROV5394;Nuristan;Nuristan;Nuristan;Nuristan;Nuristan;Nuristan;Nuristan;Nuristan;;;X;
PROV5395;Jalalabad;Jalalabad;Jalalabad;Jalalabad;Jalalabad;Jalalabad;Jalalabad;Jalalabad;;;X;
PROV5396;Ishkashim;Ishkashim;Ishkashim;Ishkashim;Ishkashim;Ishkashim;Ishkashim;Ishkashim;;;X;
PROV5397;Qal`eh-ye Panjeh;Qal`eh-ye Panjeh;Qal`eh-ye Panjeh;Qal`eh-ye Panjeh;Qal`eh-ye Panjeh;Qal`eh-ye Panjeh;Qal`eh-ye Panjeh;Qal`eh-ye Panjeh;;;X;
PROV5398;Charikar;Charikar;Charikar;Charikar;Charikar;Charikar;Charikar;Charikar;;;X;
PROV5399;Fayz-Abad;Fayz-Abad;Fayz-Abad;Fayz-Abad;Fayz-Abad;Fayz-Abad;Fayz-Abad;Fayz-Abad;;;X;
PROV5400;Dawlat Yar;Dawlat Yar;Dawlat Yar;Dawlat Yar;Dawlat Yar;Dawlat Yar;Dawlat Yar;Dawlat Yar;;;X;
PROV5401;Ru-ye Doab;Ru-ye Doab;Ru-ye Doab;Ru-ye Doab;Ru-ye Doab;Ru-ye Doab;Ru-ye Doab;Ru-ye Doab;;;X;
PROV5402;Sheberghan;Sheberghan;Sheberghan;Sheberghan;Sheberghan;Sheberghan;Sheberghan;Sheberghan;;;X;
PROV5403;Qarqin;Qarqin;Qarqin;Qarqin;Qarqin;Qarqin;Qarqin;Qarqin;;;X;
PROV5404;Dowlatabad;Dowlatabad;Dowlatabad;Dowlatabad;Dowlatabad;Dowlatabad;Dowlatabad;Dowlatabad;;;X;
PROV5405;West Chagos-Laccadive Plateau;West Chagos-Laccadive Plateau;West Chagos-Laccadive Plateau;West Chagos-Laccadive Plateau;West Chagos-Laccadive Plateau;West Chagos-Laccadive Plateau;West Chagos-Laccadive Plateau;West Chagos-Laccadive Plateau;;;X;
PROV5406;South East Arabian Basin;South East Arabian Basin;South East Arabian Basin;South East Arabian Basin;South East Arabian Basin;South East Arabian Basin;South East Arabian Basin;South East Arabian Basin;;;X;
PROV5407;North Arabian Basin;North Arabian Basin;North Arabian Basin;North Arabian Basin;North Arabian Basin;North Arabian Basin;North Arabian Basin;North Arabian Basin;;;X;
PROV5408;Coast of Gwadar;Coast of Gwadar;Coast of Gwadar;Coast of Gwadar;Coast of Gwadar;Coast of Gwadar;Coast of Gwadar;Coast of Gwadar;;;X;
PROV5409;Palk Strait;Palk Strait;Palk Strait;Palk Strait;Palk Strait;Palk Strait;Palk Strait;Palk Strait;;;X;
PROV5410;East Andaman Sea;East Andaman Sea;East Andaman Sea;East Andaman Sea;East Andaman Sea;East Andaman Sea;East Andaman Sea;East Andaman Sea;;;X;
PROV5411;Port Mathurin;Port Mathurin;Port Mathurin;Port Mathurin;Port Mathurin;Port Mathurin;Port Mathurin;Port Mathurin;;;X;
PROV5412;Akrotiri;Akrotiri;Akrotiri;Akrotiri;Akrotiri;Akrotiri;Akrotiri;Akrotiri;;;X;
PROV5413;Dhekelia;Dhekelia;Dhekelia;Dhekelia;Dhekelia;Dhekelia;Dhekelia;Dhekelia;;;X;
PROV5414;Maqna;Maqna;Maqna;Maqna;Maqna;Maqna;Maqna;Maqna;;;X;
PROV5415;Bir Fadhil;Bir Fadhil;Bir Fadhil;Bir Fadhil;Bir Fadhil;Bir Fadhil;Bir Fadhil;Bir Fadhil;;;X;
PROV5416;Banaiyan;Banaiyan;Banaiyan;Banaiyan;Banaiyan;Banaiyan;Banaiyan;Banaiyan;;;X;
PROV5417;al-'Udaid;al-'Udaid;al-'Udaid;al-'Udaid;al-'Udaid;al-'Udaid;al-'Udaid;al-'Udaid;;;X;
PROV5418;Bir 'Aziz;Bir 'Aziz;Bir 'Aziz;Bir 'Aziz;Bir 'Aziz;Bir 'Aziz;Bir 'Aziz;Bir 'Aziz;;;X;
PROV5419;Tarif;Tarif;Tarif;Tarif;Tarif;Tarif;Tarif;Tarif;;;X;
PROV5420;Pililipou;Pililipou;Pililipou;Pililipou;Pililipou;Pililipou;Pililipou;Pililipou;;;X;
PROV5421;Anna Regina;Anna Regina;Anna Regina;Anna Regina;Anna Regina;Anna Regina;Anna Regina;Anna Regina;;;X;
PROV5422;Pirara;Pirara;Pirara;Pirara;Pirara;Pirara;Pirara;Pirara;;;X;
PROV5423;El Callao;El Callao;El Callao;El Callao;El Callao;El Callao;El Callao;El Callao;;;X;
PROV5424;Warami;Warami;Warami;Warami;Warami;Warami;Warami;Warami;;;X;
PROV5425;Sapara;Sapara;Sapara;Sapara;Sapara;Sapara;Sapara;Sapara;;;X;
PROV5426;Caracarai;Caracarai;Caracarai;Caracarai;Caracarai;Caracarai;Caracarai;Caracarai;;;X;
PROV5427;Oiapoque;Oiapoque;Oiapoque;Oiapoque;Oiapoque;Oiapoque;Oiapoque;Oiapoque;;;X;
PROV5428;Porto de Moz;Porto de Moz;Porto de Moz;Porto de Moz;Porto de Moz;Porto de Moz;Porto de Moz;Porto de Moz;;;X;
PROV5429;Alcobaca;Alcobaca;Alcobaca;Alcobaca;Alcobaca;Alcobaca;Alcobaca;Alcobaca;;;X;
PROV5430;Pereirinha;Pereirinha;Pereirinha;Pereirinha;Pereirinha;Pereirinha;Pereirinha;Pereirinha;;;X;
PROV5431;Sao Francisco;Sao Francisco;Sao Francisco;Sao Francisco;Sao Francisco;Sao Francisco;Sao Francisco;Sao Francisco;;;X;
PROV5432;Alto dos Apiacas;Alto dos Apiacas;Alto dos Apiacas;Alto dos Apiacas;Alto dos Apiacas;Alto dos Apiacas;Alto dos Apiacas;Alto dos Apiacas;;;X;
PROV5433;Casal Vasco;Casal Vasco;Casal Vasco;Casal Vasco;Casal Vasco;Casal Vasco;Casal Vasco;Casal Vasco;;;X;
PROV5434;Descalvados;Descalvados;Descalvados;Descalvados;Descalvados;Descalvados;Descalvados;Descalvados;;;X;
PROV5435;Salto Quedas;Salto Quedas;Salto Quedas;Salto Quedas;Salto Quedas;Salto Quedas;Salto Quedas;Salto Quedas;;;X;
PROV5436;Chapada dos Guimaraes;Chapada dos Guimaraes;Chapada dos Guimaraes;Chapada dos Guimaraes;Chapada dos Guimaraes;Chapada dos Guimaraes;Chapada dos Guimaraes;Chapada dos Guimaraes;;;X;
PROV5437;Redempcao;Redempcao;Redempcao;Redempcao;Redempcao;Redempcao;Redempcao;Redempcao;;;X;
PROV5438;Alto Araguaia;Alto Araguaia;Alto Araguaia;Alto Araguaia;Alto Araguaia;Alto Araguaia;Alto Araguaia;Alto Araguaia;;;X;
PROV5439;Aldeia Cumare;Aldeia Cumare;Aldeia Cumare;Aldeia Cumare;Aldeia Cumare;Aldeia Cumare;Aldeia Cumare;Aldeia Cumare;;;X;
PROV5440;Nioaque;Nioaque;Nioaque;Nioaque;Nioaque;Nioaque;Nioaque;Nioaque;;;X;
PROV5441;Bataypora;Bataypora;Bataypora;Bataypora;Bataypora;Bataypora;Bataypora;Bataypora;;;X;
PROV5442;Fazenda Firme;Fazenda Firme;Fazenda Firme;Fazenda Firme;Fazenda Firme;Fazenda Firme;Fazenda Firme;Fazenda Firme;;;X;
PROV5443;Guaira;Guaira;Guaira;Guaira;Guaira;Guaira;Guaira;Guaira;;;X;
PROV5444;Clevelandia;Clevelandia;Clevelandia;Clevelandia;Clevelandia;Clevelandia;Clevelandia;Clevelandia;;;X;
PROV5445;Sao Borja;Sao Borja;Sao Borja;Sao Borja;Sao Borja;Sao Borja;Sao Borja;Sao Borja;;;X;
PROV5446;Chanaral;Chanaral;Chanaral;Chanaral;Chanaral;Chanaral;Chanaral;Chanaral;;;X;
PROV5447;Antofagasta de la Sierra;Antofagasta de la Sierra;Antofagasta de la Sierra;Antofagasta de la Sierra;Antofagasta de la Sierra;Antofagasta de la Sierra;Antofagasta de la Sierra;Antofagasta de la Sierra;;;X;
PROV5448;San Antonio de los Cobres;San Antonio de los Cobres;San Antonio de los Cobres;San Antonio de los Cobres;San Antonio de los Cobres;San Antonio de los Cobres;San Antonio de los Cobres;San Antonio de los Cobres;;;X;
PROV5449;Susques;Susques;Susques;Susques;Susques;Susques;Susques;Susques;;;X;
PROV5450;Comandante Fontana;Comandante Fontana;Comandante Fontana;Comandante Fontana;Comandante Fontana;Comandante Fontana;Comandante Fontana;Comandante Fontana;;;X;
PROV5451;Estero Patino;Estero Patino;Estero Patino;Estero Patino;Estero Patino;Estero Patino;Estero Patino;Estero Patino;;;X;
PROV5452;Villamontes;Villamontes;Villamontes;Villamontes;Villamontes;Villamontes;Villamontes;Villamontes;;;X;
PROV5453;Ravelo;Ravelo;Ravelo;Ravelo;Ravelo;Ravelo;Ravelo;Ravelo;;;X;
PROV5454;San Matias;San Matias;San Matias;San Matias;San Matias;San Matias;San Matias;San Matias;;;X;
PROV5455;Ascensión de Guarayos;Ascensión de Guarayos;Ascensión de Guarayos;Ascensión de Guarayos;Ascensión de Guarayos;Ascensión de Guarayos;Ascensión de Guarayos;Ascensión de Guarayos;;;X;
PROV5456;Port Howard;Port Howard;Port Howard;Port Howard;Port Howard;Port Howard;Port Howard;Port Howard;;;X;
PROV5457;East Brazilian Plain;East Brazilian Plain;East Brazilian Plain;East Brazilian Plain;East Brazilian Plain;East Brazilian Plain;East Brazilian Plain;East Brazilian Plain;;;X;
PROV5458;Southern Guiana Basin;Southern Guiana Basin;Southern Guiana Basin;Southern Guiana Basin;Southern Guiana Basin;Southern Guiana Basin;Southern Guiana Basin;Southern Guiana Basin;;;X;
PROV5459;Salvador Slope;Salvador Slope;Salvador Slope;Salvador Slope;Salvador Slope;Salvador Slope;Salvador Slope;Salvador Slope;;;X;
PROV5460;Remedious Plain;Remedious Plain;Remedious Plain;Remedious Plain;Remedious Plain;Remedious Plain;Remedious Plain;Remedious Plain;;;X;
PROV5461;Vila dos Remedios;Vila dos Remedios;Vila dos Remedios;Vila dos Remedios;Vila dos Remedios;Vila dos Remedios;Vila dos Remedios;Vila dos Remedios;;;X;
PROV5462;Leith Harbour;Leith Harbour;Leith Harbour;Leith Harbour;Leith Harbour;Leith Harbour;Leith Harbour;Leith Harbour;;;X;
PROV5463;Trindade e Martim Vaz;Trindade e Martim Vaz;Trindade e Martim Vaz;Trindade e Martim Vaz;Trindade e Martim Vaz;Trindade e Martim Vaz;Trindade e Martim Vaz;Trindade e Martim Vaz;;;X;
PROV5464;Podgorica;Podgorica;Podgorica;Podgorica;Podgorica;Podgorica;Podgorica;Podgorica;;;X;
PROV5465;Fieri;Fieri;Fieri;Fieri;Fieri;Fieri;Fieri;Fieri;;;X;
PROV5466;Durres;Durres;Durres;Durres;Durres;Durres;Durres;Durres;;;X;
PROV5467;Gulf of Corinth;Gulf of Corinth;Gulf of Corinth;Gulf of Corinth;Gulf of Corinth;Gulf of Corinth;Gulf of Corinth;Gulf of Corinth;;;X;
PROV5468;Ionian Islands;Ionian Islands;Ionian Islands;Ionian Islands;Ionian Islands;Ionian Islands;Ionian Islands;Ionian Islands;;;X;
PROV5469;Eastern Mediterranean;Eastern Mediterranean;Eastern Mediterranean;Eastern Mediterranean;Eastern Mediterranean;Eastern Mediterranean;Eastern Mediterranean;Eastern Mediterranean;;;X;
PROV5470;San Andres;San Andres;San Andres;San Andres;San Andres;San Andres;San Andres;San Andres;;;X;
PROV5471;Rosalind Bank;Rosalind Bank;Rosalind Bank;Rosalind Bank;Rosalind Bank;Rosalind Bank;Rosalind Bank;Rosalind Bank;;;X;
PROV5472;Torgalyg;Torgalyg;Torgalyg;Torgalyg;Torgalyg;Torgalyg;Torgalyg;Torgalyg;;;X;
PROV5473;Samagaltaj;Samagaltaj;Samagaltaj;Samagaltaj;Samagaltaj;Samagaltaj;Samagaltaj;Samagaltaj;;;X;
PROV5474;Saryg-Sep;Saryg-Sep;Saryg-Sep;Saryg-Sep;Saryg-Sep;Saryg-Sep;Saryg-Sep;Saryg-Sep;;;X;
PROV5475;Toora-Xem;Toora-Xem;Toora-Xem;Toora-Xem;Toora-Xem;Toora-Xem;Toora-Xem;Toora-Xem;;;X;
PROV5476;Khutag-Öndör;Khutag-Öndör;Khutag-Öndör;Khutag-Öndör;Khutag-Öndör;Khutag-Öndör;Khutag-Öndör;Khutag-Öndör;;;X;
PROV5477;Bayangovi;Bayangovi;Bayangovi;Bayangovi;Bayangovi;Bayangovi;Bayangovi;Bayangovi;;;X;
PROV5478;Matad;Matad;Matad;Matad;Matad;Matad;Matad;Matad;;;X;
PROV5479;Choir;Choir;Choir;Choir;Choir;Choir;Choir;Choir;;;X;
PROV5480;Zuunmod;Zuunmod;Zuunmod;Zuunmod;Zuunmod;Zuunmod;Zuunmod;Zuunmod;;;X;
PROV5481;Toskjrgon;Toskjrgon;Toskjrgon;Toskjrgon;Toskjrgon;Toskjrgon;Toskjrgon;Toskjrgon;;;X;
PROV5482;Uluucat;Uluucat;Uluucat;Uluucat;Uluucat;Uluucat;Uluucat;Uluucat;;;X;
PROV5483;Mekit;Mekit;Mekit;Mekit;Mekit;Mekit;Mekit;Mekit;;;X;
PROV5484;Qaghiliq;Qaghiliq;Qaghiliq;Qaghiliq;Qaghiliq;Qaghiliq;Qaghiliq;Qaghiliq;;;X;
PROV5485;Maralbeshi;Maralbeshi;Maralbeshi;Maralbeshi;Maralbeshi;Maralbeshi;Maralbeshi;Maralbeshi;;;X;
